plu;kd_brg;tipe;nm_brg;mobil ;nm_grup;kms1;isi;h_beli;h_jual1;foto;merk
1006803;;YA;SHOCK ABSORBER OIL;;SOKBEKER            ;PCS ;1;0;25000;;PETROASIA                                                
1006804;RR;YA        ;BAN DALEM MOTOR 80/90-17;;BAN DALEM           ;PCS       ;1;33000;50000;;FDR                                                                                                 
1006805;RR;YA        ;SEAL PERSENELENG AHS070-A0;;SEAL                ;PCS       ;1;32500;125000;;CORTECO                                                                                             
1006806;;YA        ;VANBELT A 46;;FANBEL              ;          ;1;0;125000;;                                                                                                    
1006807;KKI;YA        ;TIE ROD CANTER NO2;;TIE ROD             ;PCS       ;1;115000;235000;;                                                                                                    
1006808;;YA;DEKRUP CANTER PS125;;DEKRUP              ;PCS ;1;625000;925000;;TIGA BERLIAN                                             
1006809;KR;YA        ;BEARING 6304-2RS;;BEARING             ;PCS       ;1;13000;45000;;SS                                                                                                  
1006810;;YA;RING 17;;RING                ;PCS ;1;0;1500;;
1006811;;YA;AKI NS70 INCOE;;AKI                 ;PCS ;1;816000;1250000;;INCOE                                                    
1006812;KLL;YA        ;KABEL GAS HINO LOHAN 260 TI;;KABEL GAS           ;PCS       ;1;100000;325000;;RCN                                                                                                 
1006813;;YA        ;CAR CHARGER MINIMO 12W LANA;;KABEL MASA          ;PCS       ;1;23140;70000;;MINIMO                                                                                              
1006814;;YA;WIPER  22 INC LANA;;WIPER               ;PCS ;1;10000;50000;;ZHENGDA                                                  
1006815;;YA;MUR 17;;NISSAN CKA 12       ;;1;0;5000;;
1006816;;YA;KABEL BUSI;;KABEL GAS           ;PCS ;1;175000;350000;;SEIWA                                                    
1006817;;YA;BAN LUAR ADVANCE UK.1000R20;;BAN LUAR            ;PCS ;1;4050000;4350000;;ADVANCE                                                  
1006818;;YA;KABEL PERSENELENG RINO DUTRO;;KABEL MASA          ;PCS ;1;235000;375000;;NSM                                                      
1006819;TG;YA        ;LAMPU TEMBAK DNY 515 C/A;;LAMPU               ;PCS       ;1;67500;115000;;DNY                                                                                                 
1006820;KR;YA        ;KLEM AKI TIMBEL;;KLEM                ;PCS       ;1;13000;50000;;JET AUTO                                                                                            
1006821;UL;YA        ;KABEL PARALEL;;KABEL PARAREL       ;PCS       ;1;20000;70000;;LION                                                                                                
1006822;KR;YA        ;SAM LURUS 4 DRAT DALAM M8/12;;SAMBUNGAN           ;PCS       ;1;13000;35000;;                                                                                                    
1006823;KR;YA        ;SAM LURUS 4 DRAT DALAM M12/17;;SAMBUNGAN           ;PCS       ;1;13000;45000;;                                                                                                    
1006824;KG;YA        ;SAM LURUS 8 DRAT LUAR M10/14;;SAMBUNGAN           ;PCS       ;1;18000;45000;;                                                                                                    
1006825;;YA        ;SAMBUNGAN LURUS 10-10;;SAMBUNGAN           ;PCS       ;1;0;25000;;                                                                                                    
1006826;;YA        ;SAMBUNGAN LURUS 10-8;;SAMBUNGAN           ;PCS       ;1;0;22000;;                                                                                                    
1006827;;YA        ;SAMBUNGAN LURUS 12-8;;SAMBUNGAN           ;PCS       ;1;0;27000;;                                                                                                    
1006828;;YA        ;SAMBUNGAN LURUS 12-10;;SAMBUNGAN           ;PCS       ;1;0;30000;;                                                                                                    
1006829;;YA        ;SAMBUNGAN LURUS 8-6;;SAMBUNGAN           ;PCS       ;1;0;20000;;                                                                                                    
1006830;;YA        ;SAMBUNGAN LURUS 10-6;;SAMBUNGAN           ;PCS       ;1;0;20000;;                                                                                                    
1006831;KG;YA        ;SAMBUNGAN LURUS 8-8;;SAMBUNGAN           ;PCS       ;1;18000;22000;;                                                                                                    
1006832;;YA        ;SAM L BOW 12 DRAT LUAR M20/20;;SAMBUNGAN           ;PCS       ;1;0;45000;;                                                                                                    
1006833;KE;YA        ;SAM L BOW 10 DRAT LUAR M20/20;;SAMBUNGAN           ;PCS       ;1;17000;42000;;                                                                                                    
1006834;;YA        ;SAM L BOW 10 DRAT LUAR M12/17;;SAMBUNGAN           ;PCS       ;1;17000;32000;;                                                                                                    
1006835;KG;YA        ;SAM L BOW 8 DRAT LUAR M12/14;;SAMBUNGAN           ;PCS       ;1;15000;37000;;                                                                                                    
1006836;;YA        ;SAM L BOW 12 DRAT LUAR M10/14;;SAMBUNGAN           ;PCS       ;1;17000;35000;;                                                                                                    
1006837;;YA        ;SAM L BOW 10 DRAT LUAR M10/14;;SAMBUNGAN           ;PCS       ;1;17000;30000;;                                                                                                    
1006838;KE;YA        ;SAM L BOW 10 DRAT LUAR M16/16;;SAMBUNGAN           ;PCS       ;1;17000;40000;;                                                                                                    
1006839;KG;YA        ;SAM L BOW 8 DRAT LUAR M20/20;;SAMBUNGAN           ;PCS       ;1;18000;40000;;                                                                                                    
